,id,overall_status,study_type,start_date,enrollment,title,date_processed,sponsors
3299,NCT04530435,"Active, not recruiting",Interventional,"October 6, 2020",400,PEP Flute-selfcare to Prevent Respiratory Deterioration and Hospitalization Among COVID-19 Patients: a Randomized Trial,"April 14, 2021",Bispebjerg Hospital
3300,NCT04530448,Recruiting,Interventional,"October 5, 2020",40,Coronavirus Induced Acute Kidney Injury: Prevention Using Urine Alkalinization,"April 14, 2021",West Virginia University
3301,NCT04530461,Recruiting,Observational,"June 1, 2020",200,Serologic Profile of SARS CoV2 in COVID-19 Patients With Systemic Diseases,"April 14, 2021",faida agili
3302,NCT04530474,Not yet recruiting,Interventional,"October 1, 2020",200,Outpatient Use of Ivermectin in COVID-19,"April 14, 2021",Temple University
3303,NCT04530500,Enrolling by invitation,Observational,"August 13, 2020",200,In-vitro Diagnostic Test to Predict COVID-19 Mortality and Disease Severity,"April 14, 2021","University of California, Irvine"
3304,NCT04530539,Recruiting,Interventional,"October 5, 2020",150,The Effect of Melatonin and Vitamin C on COVID-19,"April 14, 2021",Lancaster General Hospital
3305,NCT04530578,Recruiting,Interventional,"June 1, 2020",200,Efficacy and Safety Study to Evaluate the Use of Nebulized Heparin in Patients With Severe Acute Respiratory Syndrome Covid-19 (SARS-CoV-2),"April 14, 2021","Clinica San Camilo, Argentina"
3306,NCT04530604,Recruiting,Interventional,"October 1, 2020",12,Defibrotide Therapy for SARS-CoV2 Acute Respiratory Distress Syndrome (ARDS),"April 14, 2021",Gregory Yanik
3307,NCT04530617,Recruiting,Interventional,"October 5, 2020",360,"Randomized, Double-blind, Placebo-controlled, Multicenter, Multi-arm, Phase II Trial of Novel Agents for the Treatment of Mild to Moderate COVID-19 Positive Outpatients","April 14, 2021",Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran
3308,NCT04530656,"Active, not recruiting",Interventional,"August 28, 2020",168,"Safety, Tolerability and Immunogenicity of a Recombinant SARS-CoV-2 Vaccine (Sf9 Cell) in Chinese Healthy Population Aged 18 Years and Older: A Phase I, Single-center, Randomized, Placebo-controlled, Double-blind Study","April 14, 2021",Jiangsu Province Centers for Disease Control and Prevention
3309,NCT04530682,Recruiting,Observational,"March 5, 2021",5000,Seroprevalence and Clinical Expression of SARS-CoV-2 Infection in Patients With Chronic Inflammatory Rheumatisms and Impact of Immuno-suppressive Drugs on the Persistence of Anti-SARS-CoV2 Antibodies During Two Years of Follow-up,"April 14, 2021","University Hospital, Montpellier"
3310,NCT04531111,Recruiting,Observational,"July 7, 2020",150,Glycemic Control Among Children and Adolescents With Type 1 Diabetes During COVID-19 Pandemic in Egypt: A Pilot Study,"April 14, 2021",Ain Shams University
3311,NCT04531202,Recruiting,Observational [Patient Registry],"March 2, 2020",2000,Clinical Characterization Protocol for Severe Emerging Infections: Coronavirus,"April 14, 2021",D'Or Institute for Research and Education
3312,NCT04531254,Completed,Observational,"August 10, 2020",190,Understanding the Impact of Public Health Measures Planned for School Reopening During COVID-19 Using Simulation Exercises,"April 14, 2021",The Hospital for Sick Children
3313,NCT04531319,Completed,Observational,"August 15, 2020",50,Evaluation of Immune Cell Subgroups in Covid 19 Patients,"April 14, 2021",Istanbul Training and Research Hospital
3314,NCT04531345,Completed,Observational,"October 1, 2020",60,The Cytokine Status of Covid-19 Patients,"April 14, 2021",Istanbul Training and Research Hospital
3315,NCT04531501,Recruiting,Observational,"June 29, 2020",400,COVID-19 Saliva Test Research Study - Evaluation of High Throughput COVID-19 Testing Via Saliva Based Sampling and Alternative RNA Extraction Methods.,"April 14, 2021",Chronomics Limited
3316,NCT04531618,Recruiting,Interventional,"August 13, 2020",280,Promoting Mother-Infant Emotional Connection During the COVID-19 Pandemic: an Randomized Controlled Trial (RCT) of Virtual Family Nurture Intervention,"April 14, 2021",Columbia University
3317,NCT04531735,"Active, not recruiting",Observational,"March 1, 2020",28,Is Respiratory Syncytial Virus Infection More Dangerous Than Covid 19 in the Neonatal Period?,"April 14, 2021",Dr. Behcet Uz Children's Hospital
3318,NCT04531748,Not yet recruiting,Interventional,March 2021,390,Selective Estrogen Modulation and Melatonin in Early COVID-19,"April 14, 2021","Reena Mehra, MD"
3319,NCT04531774,Recruiting,Interventional,"August 28, 2020",160,RECHARGE: A Brief Psychological Intervention to Build Resilience in Healthcare Workers During COVID-19,"April 14, 2021",Naser Morina
3320,NCT04532112,Recruiting,Interventional,"December 7, 2020",150,Biocontainment Device With Aerosol Clearance for Aerosol Generating Procedures,"April 14, 2021",University of Pennsylvania
3321,NCT04532294,Recruiting,Interventional,"September 8, 2020",30,"A First-in-Human, Randomized, Double-Blind, Placebo Controlled, Single Dose Escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Immunogenicity of SARS-CoV-2 Neutralizing Antibody BGB-DXP593 in Healthy Subjects","April 14, 2021",BeiGene
3322,NCT04532372,Recruiting,Interventional,"January 7, 2021",30,A Phase 1/2 Trial of Leflunomide for the Treatment of Severe COVID-19 in Patients With a Concurrent Malignancy,"April 14, 2021",City of Hope Medical Center
3323,NCT04532411,Completed,Observational,"March 1, 2020",28948,Evaluation of SARS-CoV-2 Sample Acquisition Efficiency and PPE Usage With and Without the Hexapod Personal Protective Booth,"April 14, 2021",Massachusetts General Hospital
3324,NCT04532554,Withdrawn,Interventional,"October 26, 2020",0,The Impact of Growth Hormone in Obese Cases With Covid-19,"April 14, 2021",ClinAmygate
3325,NCT04532632,Completed,Observational [Patient Registry],"September 1, 2020",40,Taste and Smell Impairment in Critically Ill COVID-19 Patients,"April 14, 2021",Pinar Ay Sayin
3326,NCT04532853,Recruiting,Observational,"October 21, 2020",1176,"Optimizing Maintenance Therapy in COPD Patients: Real-world Observational Study of Peak Inspiratory Flow Rate, Inhalation Technique, and Medication Adherence","April 14, 2021",General Practitioners Research Institute
3327,NCT04532931,Recruiting,Interventional,"September 3, 2020",250,"Phase 2, Exploratory, Single Center, Randomized, Open Label, Adaptive Clinical Trial to Compare Safety and Efficacy of Four Different Experimental Drug Regimens to Standard of Care for the Treatment of Symptomatic Outpatients With COVID-19","April 14, 2021",Shin Poong Pharmaceutical Co. Ltd.
3328,NCT04533048,Completed,Interventional,"August 7, 2020",42,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic Characteristics and Immunogenicity of a Single Dose of MW33 Injection in Healthy Subjects","April 14, 2021","Mabwell (Shanghai) Bioscience Co., Ltd."
3329,NCT04533347,Recruiting,Interventional,"February 19, 2021",275,A Double-blind Placebo-controlled Study to Assess the Efficacy and Safety of Oral Tafenoquine Versus Placebo in Patients With Mild to Moderate COVID-19 Disease,"April 14, 2021",60 Degrees Pharmaceuticals LLC
3330,NCT04533360,Enrolling by invitation,Observational [Patient Registry],"September 28, 2020",3000,Seroprevalence of SARS CoV2 Antibodies Among Adults in Kingman AZ,"April 14, 2021",Kingman Regional Medical Center
3331,NCT04533399,Recruiting,Interventional,"August 17, 2020",4400,"A Phase 2A/B, Randomized, Observer-blinded, Placebo-controlled Study to Evaluate the Efficacy, Immunogenicity, and Safety of a SARS-CoV-2 Recombinant Spike Protein Nanoparticle Vaccine (SARS-CoV-2 rS) With Matrix-M1™ Adjuvant in South African Adult Subjects Living Without HIV; and Safety and Immunogenicity in Adults Living With HIV","April 14, 2021",Novavax
3332,NCT04534400,Recruiting,Observational,"September 1, 2020",1000,Automated Quantification of Radiologic Pulmonary Alteration During Acute Respiratory Failure: Application to the COVID-19 Pandemic,"April 14, 2021","University Hospital, Strasbourg, France"
3333,NCT04534478,Not yet recruiting,Interventional,"September 7, 2020",120,"Randomized, Open, Parallel, Single-center, Non-inferiority Clinical Trial, With an Active Control Group, Comparing Two Oral Prednisone Regimens With the Aim of Optimizing the Therapeutic Strategy in Patients With Organizing Pneumonia Post-COVID-19 Infection","April 14, 2021",Hospital Universitari Vall d'Hebron Research Institute
3334,NCT04534569,Completed,Observational,"September 4, 2020",40,Expert Panel Statement for the Respiratory Management of COVID-19 Related Acute Respiratory Failure (C-ARF) Using Modified Delphi Methodology,"April 14, 2021",NMC Specialty Hospital
3335,NCT04534595,Recruiting,Observational,"April 30, 2019",1500,Data Collection on the Model Schools Pediatric Health Initiative at 5 School Based Health Clinic (SBHC) Sites: COVID-19 Questionnaire,"April 14, 2021",Unity Health Toronto
3336,NCT04534608,"Active, not recruiting",Observational,"May 11, 2020",6000,Prevalence of Infection and Seroconversion and the Clinical Course of the Novel Coronavirus SARS-CoV-2 Infection in Children Between 0 to 18 Years of Age in Hamburg and Surroundings,"April 14, 2021",Universitätsklinikum Hamburg-Eppendorf
3337,NCT04534621,Not yet recruiting,Observational,"August 26, 2020",948,How Brazilian Chiropractors Are Being Affected and What Strategies They Have Developed for Facing the COVID-19 Pandemic,"April 14, 2021",Trate - Tratamentos Especializados
3338,NCT04534673,Recruiting,Interventional,"August 5, 2020",40,Pegylated Interferon Lambda for Treatment of COVID-19 Infection- A Randomized Open Label Pilot Trial,"April 14, 2021",Soroka University Medical Center
3339,NCT04534712,Not yet recruiting,Observational,"September 1, 2020",100,Lymphocyte - Monocyte Ratio As An Independent Predictor For Progression Of Illness In Patients With Covid-19,"April 14, 2021",Postgraduate Institute of Medical Education and Research
3340,NCT04534725,Recruiting,Interventional,"December 17, 2020",2282,COVID-19 Prevention and Treatment in Cancer; a Sequential Multiple Assignment Randomised Trial; C-SMART Study.,"April 14, 2021","Peter MacCallum Cancer Centre, Australia"
3341,NCT04534790,Completed,Interventional,"July 24, 2020",30,"Randomized Trial, Anti-inflammatory Effect of Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia","April 14, 2021",Instituto Mexicano del Seguro Social
3342,NCT04534803,Not yet recruiting,Interventional,"September 1, 2021",2100,Bacillus Calmette-Guerin Against Covid-19 for Prevention and Amelioration of Severity Trial,"April 14, 2021",Harvard Medical School
3343,NCT04535063,Recruiting,Interventional,"April 18, 2020",200,Convalescent Plasma as Potential Therapy for Severe COVID-19 Pneumonia,"April 14, 2021",Centro de Educación Medica e Investigaciones Clínicas Norberto Quirno
3344,NCT04535128,Recruiting,Observational [Patient Registry],"March 24, 2020",10000,"COVID-19 Registry to Assess Frequency, Risk Factors, Management, and Outcomes of Arterial and Venous Thromboembolic Complications (CORONA-VTE NETWORK)","April 14, 2021",Brigham and Women's Hospital
3345,NCT04535154,"Active, not recruiting",Observational,"March 31, 2020",264,Patient-reported Outcomes and Lung Function After Hospitalization for COVID-19,"April 14, 2021","University Hospital, Akershus"
3346,NCT04535167,Recruiting,Interventional,"September 9, 2020",72,"A PHASE 1B, 2-PART, DOUBLE-BLIND, PLACEBO-CONTROLLED, SPONSOR-OPEN STUDY, TO EVALUATE THE SAFETY, TOLERABILITY AND PHARMACOKINETICS OF SINGLE ASCENDING (24-HOUR, PART 1) AND MULTIPLE ASCENDING (120-HOUR, PART 2) INTRAVENOUS INFUSIONS OF PF-07304814 IN HOSPITALIZED PARTICIPANTS WITH COVID-19","April 14, 2021",Pfizer
3347,NCT04535297,Completed,Observational,"May 10, 2020",198,Consequences of the COVID-19 Lockdown on Health and Well-being of Patients With Parkinson Disease and Post-stroke,"April 14, 2021",University of Haifa
3348,NCT04535453,Recruiting,Interventional,"August 28, 2020",1210,"A Randomized, Double-blind, Placebo-controlled Phase 2a Study to Evaluate a Range of Dose Levels and Vaccination Intervals of Ad26.COV2.S in Healthy Adults Aged 18 to 55 Years Inclusive and Adults Aged 65 Years and Older and to Evaluate 2 Dose Levels of Ad26.COV2.S in Healthy Adolescents Aged 12 to 17 Years Inclusive","April 14, 2021",Janssen Vaccines & Prevention B.V.
3349,NCT04535674,Recruiting,Interventional,"October 9, 2020",400,"A Multicenter, Randomised, Controlled, Open Label Trial on the Efficacy and Safety of Asunercept for Patients With Severe COVID-19 Disease","April 14, 2021",Apogenix AG
3350,NCT04535700,Recruiting,Interventional,"September 18, 2020",76,"Non-blinded, Randomized and Controlled Clinical Trial of Pioglitazone Treatment in Patients With Type 2 Diabetes Mellitus and Covid-19","April 14, 2021",Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal
3351,NCT04535778,Recruiting,Interventional,"November 16, 2020",200,Pilot RCT for COMPASS: an Online CBT Program Treating Anxiety and Low Mood in Long-term Conditions During the COVID-19 Pandemic.,"April 14, 2021",King's College London
3352,NCT04535791,Recruiting,Interventional,"July 15, 2020",400,Efficacy of Vitamin D Supplementation to Prevent the Risk of Acquiring or Evolving Into the Severe Form of COVID-19 in Healthcare Workers Caring for Patients With the Disease. Blinded Randomized Clinical Trial,"April 14, 2021","Coordinación de Investigación en Salud, Mexico"
3353,NCT04535856,Completed,Interventional,"November 14, 2020",9,"Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients: Randomized, Double-blind, and Placebo-controlled","April 14, 2021",Ina-Respond
3354,NCT04535869,Recruiting,Interventional,"December 28, 2020",50,Efficacy and Safety of Direct Anti HCV Drugs in the Treatment of SARS-COV-2 (COVID-19),"April 14, 2021",Mansoura University
3355,NCT04536051,Recruiting,Interventional,"June 2, 2020",10300,"A Randomized, Controlled, Phase III Study to Determine the Safety, Efficacy, and Immunogenicity of the Non-Replicating ChAdOx1 nCoV-19 Vaccine","April 14, 2021",University of Oxford
3356,NCT04536090,Not yet recruiting,Interventional,November 2020,150,An Open-Label Randomized Study of Isoquercetin (IQC-950AN) Plus Standard of Care Versus Standard of Care Only for the Treatment of 2019 Novel Coronavirus Disease (COVID-19),"April 14, 2021",Institut de Recherches Cliniques de Montreal
3357,NCT04536259,Completed,Interventional,"September 11, 2020",1481,Assessing People's Hospital Outpatient Appointment Preferences in the United Kingdom,"April 14, 2021",University of Warwick
3358,NCT04536285,Completed,Observational,"May 1, 2020",36,Clinical Characteristics and Outcome of Hospitalized Children and Adolescent Patients With Type 1 Diabetes During the COVID-19 Pandemic: Data From a Single Center Surveillance Study in Egypt,"April 14, 2021",Ain Shams University
3359,NCT04536298,Recruiting,Interventional,"December 28, 2020",2700,"A Cluster-Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy of Vitamin D3 Supplementation to Reduce Disease Severity in Persons With Newly Diagnosed COVID-19 Infection and to Prevent Infection in Household Members","April 14, 2021",Brigham and Women's Hospital
